timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1600373986651,534,/FHVBackend/LoginService/authentication-394,200,OK,Thread Group 1-1,,true,,390,570,1,1,https://fhvqabe.subocol.com/FHVBackend/LoginService/authentication,534,0,446
1600373987199,336,/FHVBackend/LoginService/authentication-396,200,OK,Thread Group 1-1,text,true,,402,620,1,1,https://fhvqabe.subocol.com/FHVBackend/LoginService/authentication,335,0,0
1600373987536,86,/FHVBackend/Autocomplete/Search-400,200,OK,Thread Group 1-1,,true,,390,561,1,1,https://fhvqabe.subocol.com/FHVBackend/Autocomplete/Search,86,0,0
1600373987623,85,/FHVBackend/WorkshopType/AllTypes-401,200,OK,Thread Group 1-1,,true,,394,562,1,1,https://fhvqabe.subocol.com/FHVBackend/WorkshopType/AllTypes,85,0,0
1600373987709,86,/FHVBackend/Brand/AllBrands-402,200,OK,Thread Group 1-1,,true,,394,556,1,1,https://fhvqabe.subocol.com/FHVBackend/Brand/AllBrands,85,0,0
1600373987795,86,/FHVBackend/WorkshopQuality/AllQualities-403,200,OK,Thread Group 1-1,,true,,394,569,1,1,https://fhvqabe.subocol.com/FHVBackend/WorkshopQuality/AllQualities,86,0,0
1600373987882,114,/FHVBackend/Autocomplete/Search-411,200,OK,Thread Group 1-1,text,true,,454,630,1,1,https://fhvqabe.subocol.com/FHVBackend/Autocomplete/Search,113,0,0
1600373987998,112,/FHVBackend/WorkshopType/AllTypes-412,200,OK,Thread Group 1-1,text,true,,390,538,1,1,https://fhvqabe.subocol.com/FHVBackend/WorkshopType/AllTypes,111,0,0
1600373988111,106,/FHVBackend/WorkshopQuality/AllQualities-414,200,OK,Thread Group 1-1,text,true,,400,545,1,1,https://fhvqabe.subocol.com/FHVBackend/WorkshopQuality/AllQualities,105,0,0
1600373988217,247,/FHVBackend/Brand/AllBrands-413,200,OK,Thread Group 1-1,text,true,,1655,532,1,1,https://fhvqabe.subocol.com/FHVBackend/Brand/AllBrands,247,0,0
1600373988465,443,/FHVBackend/AWSS3Storage/uploadFile-559,200,OK,Thread Group 1-1,text,true,,514,99071,1,1,https://fhvqabe.subocol.com/FHVBackend/AWSS3Storage/uploadFile,443,0,0
1600373988916,85,/FHVBackend/AWSTextract/ImageRecognition-562,200,OK,Thread Group 1-1,,true,,394,570,1,1,https://fhvqabe.subocol.com/FHVBackend/AWSTextract/ImageRecognition,85,0,0
1600373989002,1594,/FHVBackend/AWSTextract/ImageRecognition-563,200,OK,Thread Group 1-1,text,true,,463,672,1,1,https://fhvqabe.subocol.com/FHVBackend/AWSTextract/ImageRecognition,1593,0,0
1600373990597,87,/FHVBackend/VinService/Search,200,OK,Thread Group 1-1,,true,,389,576,1,1,https://fhvqabe.subocol.com/FHVBackend/VinService/Search/3FADP4CJ7EM209612,87,0,0
1600373990685,214,/FHVBackend/VinService/Search,200,OK,Thread Group 1-1,text,true,,526,552,1,1,https://fhvqabe.subocol.com/FHVBackend/VinService/Search/3FADP4CJ7EM209612,214,0,0
1600373990900,110,/FHVBackend/Autocomplete/Search-579,200,OK,Thread Group 1-1,text,true,,376,633,1,1,https://fhvqabe.subocol.com/FHVBackend/Autocomplete/Search,109,0,0
1600373991011,111,/FHVBackend/Autocomplete/Search-583,200,OK,Thread Group 1-1,text,true,,408,628,1,1,https://fhvqabe.subocol.com/FHVBackend/Autocomplete/Search,111,0,0
1600373991124,117,/FHVBackend/Autocomplete/Search-587,200,OK,Thread Group 1-1,text,true,,695,627,1,1,https://fhvqabe.subocol.com/FHVBackend/Autocomplete/Search,117,0,0
1600373991241,87,/FHVBackend/Workshop/findById/3-590,200,OK,Thread Group 1-1,,true,,394,560,1,1,https://fhvqabe.subocol.com/FHVBackend/Workshop/findById/3,87,0,0
1600373991329,130,/FHVBackend/Workshop/findById/3-591,200,OK,Thread Group 1-1,text,true,,4032,536,1,1,https://fhvqabe.subocol.com/FHVBackend/Workshop/findById/3,130,0,0
1600373991459,641,/FHVBackend/AWSS3Storage/uploadFile-686,200,OK,Thread Group 1-1,text,true,,510,193140,1,1,https://fhvqabe.subocol.com/FHVBackend/AWSS3Storage/uploadFile,641,0,0
1600373992102,86,/FHVBackend/AutoCompleteService/AutoComplete/para-702,200,OK,Thread Group 1-1,,true,,389,578,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/para,86,0,0
1600373992189,193,/FHVBackend/AutoCompleteService/AutoComplete/para-703,200,OK,Thread Group 1-1,text,true,,3153,554,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/para,193,0,0
1600373992384,86,/IAIntegrations/AWSSageMaker/getPartRecommendation-707,200,OK,Thread Group 1-1,,true,,408,580,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getPartRecommendation,86,0,0
1600373992470,91,/FHVBackend/AutoCompleteService/AutoComplete/parabrisas%20delantero%20izquierdo-708,200,OK,Thread Group 1-1,,true,,389,608,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/parabrisas%20delantero%20izquierdo,91,0,0
1600373992564,173,/FHVBackend/AutoCompleteService/AutoComplete/parabrisas%20delantero%20izquierdo-710,200,OK,Thread Group 1-1,text,true,,418,584,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/parabrisas%20delantero%20izquierdo,173,0,0
1600373992738,456,/IAIntegrations/AWSSageMaker/getPartRecommendation-709,200,OK,Thread Group 1-1,text,true,,569,709,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getPartRecommendation,456,0,0
1600373993195,91,/FHVBackend/AutoCompleteService/AutoComplete/vidro-715,200,OK,Thread Group 1-1,,true,,389,579,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/vidro,91,0,0
1600373993287,85,/FHVBackend/AutoCompleteService/AutoComplete/vidr-718,200,OK,Thread Group 1-1,,true,,389,578,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/vidr,85,0,0
1600373993373,183,/FHVBackend/AutoCompleteService/AutoComplete/vidro-717,200,OK,Thread Group 1-1,text,true,,343,555,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/vidro,183,0,0
1600373993557,169,/FHVBackend/AutoCompleteService/AutoComplete/vidr-719,200,OK,Thread Group 1-1,text,true,,2566,554,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/vidr,168,0,0
1600373993726,102,/FHVBackend/AutoCompleteService/AutoComplete/vidrio%20fijo%20costado%20derecho-723,200,OK,Thread Group 1-1,,true,,389,607,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/vidrio%20fijo%20costado%20derecho,102,0,0
1600373993829,385,/IAIntegrations/AWSSageMaker/getPartRecommendation-721,200,OK,Thread Group 1-1,text,true,,619,739,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getPartRecommendation,385,0,0
1600373994215,179,/FHVBackend/AutoCompleteService/AutoComplete/vidrio%20fijo%20costado%20derecho-724,200,OK,Thread Group 1-1,text,true,,372,583,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/vidrio%20fijo%20costado%20derecho,179,0,0
1600373994395,86,/FHVBackend/AutoCompleteService/AutoComplete/guarda-726,200,OK,Thread Group 1-1,,true,,389,580,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/guarda,86,0,0
1600373994482,148,/FHVBackend/AutoCompleteService/AutoComplete/guarda-727,200,OK,Thread Group 1-1,text,true,,2407,556,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/guarda,148,0,0
1600373994631,88,/FHVBackend/AutoCompleteService/AutoComplete/panel%20guardapolvo%20(seccion)%20delantero%20izquierdo-731,200,OK,Thread Group 1-1,,true,,389,629,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/panel%20guardapolvo%20(seccion)%20delantero%20izquierdo,88,0,0
1600373994720,377,/IAIntegrations/AWSSageMaker/getPartRecommendation-729,200,OK,Thread Group 1-1,text,true,,655,789,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getPartRecommendation,377,0,0
1600373995098,211,/FHVBackend/AutoCompleteService/AutoComplete/panel%20guardapolvo%20(seccion)%20delantero%20izquierdo-732,200,OK,Thread Group 1-1,text,true,,343,605,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/panel%20guardapolvo%20(seccion)%20delantero%20izquierdo,211,0,0
1600373995310,84,/FHVBackend/AutoCompleteService/AutoComplete/retro-747,200,OK,Thread Group 1-1,,true,,389,579,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/retro,84,0,0
1600373995395,162,/FHVBackend/AutoCompleteService/AutoComplete/retro-748,200,OK,Thread Group 1-1,text,true,,935,555,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/retro,162,0,0
1600373995558,93,/FHVBackend/AutoCompleteService/AutoComplete/retrovisor%20izquierdo-754,200,OK,Thread Group 1-1,,true,,389,596,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/retrovisor%20izquierdo,93,0,0
1600373995654,381,/IAIntegrations/AWSSageMaker/getPartRecommendation-752,200,OK,Thread Group 1-1,text,true,,619,812,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getPartRecommendation,380,0,0
1600373996036,163,/FHVBackend/AutoCompleteService/AutoComplete/retrovisor%20izquierdo-756,200,OK,Thread Group 1-1,text,true,,591,572,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/retrovisor%20izquierdo,163,0,0
1600373996201,87,/FHVBackend/AutoCompleteService/AutoComplete/lam-757,200,OK,Thread Group 1-1,,true,,389,577,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/lam,87,0,0
1600373996289,157,/FHVBackend/AutoCompleteService/AutoComplete/lam-758,200,OK,Thread Group 1-1,text,true,,1868,553,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/lam,157,0,0
1600373996447,84,/FHVBackend/AutoCompleteService/AutoComplete/lampara%20trasero%20derecho-765,200,OK,Thread Group 1-1,,true,,389,601,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/lampara%20trasero%20derecho,84,0,0
1600373996532,392,/IAIntegrations/AWSSageMaker/getPartRecommendation-764,200,OK,Thread Group 1-1,text,true,,771,838,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getPartRecommendation,392,0,0
1600373996925,187,/FHVBackend/AutoCompleteService/AutoComplete/lampara%20trasero%20derecho-766,200,OK,Thread Group 1-1,text,true,,343,577,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/lampara%20trasero%20derecho,187,0,0
1600373997113,97,/FHVBackend/AutoCompleteService/AutoComplete/bosel-769,200,OK,Thread Group 1-1,,true,,389,579,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/bosel,97,0,0
1600373997210,154,/FHVBackend/AutoCompleteService/AutoComplete/bosel-773,200,OK,Thread Group 1-1,text,true,,343,555,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/bosel,153,0,0
1600373997365,86,/FHVBackend/AutoCompleteService/AutoComplete/--777,200,OK,Thread Group 1-1,,true,,389,575,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/-,86,0,0
1600373997452,135,/FHVBackend/AutoCompleteService/AutoComplete/--778,200,OK,Thread Group 1-1,text,true,,1775,551,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/-,135,0,0
1600373997588,87,/FHVBackend/AutoCompleteService/AutoComplete/vosel-784,200,OK,Thread Group 1-1,,true,,389,579,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/vosel,87,0,0
1600373997676,339,/FHVBackend/AutoCompleteService/AutoComplete/vosel-785,200,OK,Thread Group 1-1,text,true,,343,555,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/vosel,336,0,0
1600373998017,167,/FHVBackend/AutoCompleteService/AutoComplete/--789,200,OK,Thread Group 1-1,text,true,,1775,551,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/-,160,0,0
1600373998185,86,/FHVBackend/AutoCompleteService/AutoComplete/b-790,200,OK,Thread Group 1-1,,true,,389,575,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/b,86,0,0
1600373998272,87,/FHVBackend/AutoCompleteService/AutoComplete/bo-791,200,OK,Thread Group 1-1,,true,,389,576,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/bo,87,0,0
1600373998360,157,/FHVBackend/AutoCompleteService/AutoComplete/bo-792,200,OK,Thread Group 1-1,text,true,,2352,552,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/bo,157,0,0
1600373998518,146,/FHVBackend/AutoCompleteService/AutoComplete/bosel-794,200,OK,Thread Group 1-1,text,true,,343,555,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/bosel,146,0,0
1600373998665,163,/FHVBackend/AutoCompleteService/AutoComplete/b-800,200,OK,Thread Group 1-1,text,true,,2068,551,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/b,162,0,0
1600373998828,139,/FHVBackend/AutoCompleteService/AutoComplete/--801,200,OK,Thread Group 1-1,text,true,,1775,551,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/-,139,0,0
1600373998968,88,/FHVBackend/AutoCompleteService/AutoComplete/llan-802,200,OK,Thread Group 1-1,,true,,389,578,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/llan,88,0,0
1600373999059,84,/FHVBackend/AutoCompleteService/AutoComplete/llana-803,200,OK,Thread Group 1-1,,true,,389,579,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/llana,84,0,0
1600373999145,150,/FHVBackend/AutoCompleteService/AutoComplete/llana-804,200,OK,Thread Group 1-1,text,true,,343,555,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/llana,150,0,0
1600373999296,291,/FHVBackend/AutoCompleteService/AutoComplete/llan-805,200,OK,Thread Group 1-1,text,true,,671,554,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/llan,291,0,0
1600373999588,103,/FHVBackend/AutoCompleteService/AutoComplete/llanta%20delantero%20izquierdo-811,200,OK,Thread Group 1-1,,true,,389,604,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/llanta%20delantero%20izquierdo,103,0,0
1600373999692,408,/IAIntegrations/AWSSageMaker/getPartRecommendation-810,200,OK,Thread Group 1-1,text,true,,753,867,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getPartRecommendation,408,0,0
1600374000101,317,/FHVBackend/AutoCompleteService/AutoComplete/llanta%20delantero%20izquierdo-812,200,OK,Thread Group 1-1,text,true,,401,580,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/llanta%20delantero%20izquierdo,317,0,0
1600374000419,87,/FHVBackend/AutoCompleteService/AutoComplete/per-815,200,OK,Thread Group 1-1,,true,,389,577,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/per,87,0,0
1600374000507,177,/FHVBackend/AutoCompleteService/AutoComplete/per-817,200,OK,Thread Group 1-1,text,true,,3269,553,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/per,177,0,0
1600374000685,91,/FHVBackend/AutoCompleteService/AutoComplete/perno-818,200,OK,Thread Group 1-1,,true,,389,579,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/perno,91,0,0
1600374000778,223,/FHVBackend/AutoCompleteService/AutoComplete/perno-819,200,OK,Thread Group 1-1,text,true,,377,555,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/perno,222,0,0
1600374001002,87,/FHVBackend/AutoCompleteService/AutoComplete/perno%20rueda-822,200,OK,Thread Group 1-1,,true,,389,587,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/perno%20rueda,87,0,0
1600374001089,401,/IAIntegrations/AWSSageMaker/getPartRecommendation-821,200,OK,Thread Group 1-1,text,true,,753,881,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getPartRecommendation,401,0,0
1600374001491,188,/FHVBackend/AutoCompleteService/AutoComplete/perno%20rueda-823,200,OK,Thread Group 1-1,text,true,,356,563,1,1,https://fhvqabe.subocol.com/FHVBackend/AutoCompleteService/AutoComplete/perno%20rueda,187,0,0
1600374001679,89,/FHVBackend/CotizaRepuestosService/CotizaRepuestos/-832,200,OK,Thread Group 1-1,,true,,390,581,1,1,https://fhvqabe.subocol.com/FHVBackend/CotizaRepuestosService/CotizaRepuestos/,89,0,0
1600374001768,93,/IAIntegrations/AWSSageMaker/getActionsRecommendation-831,200,OK,Thread Group 1-1,,true,,408,583,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getActionsRecommendation,93,0,0
1600374001862,707,/IAIntegrations/AWSSageMaker/getActionsRecommendation-836,200,OK,Thread Group 1-1,text,true,,617,972,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getActionsRecommendation,707,0,0
1600374002571,86,/IAIntegrations/AWSSageMaker/getBodyWorkRepairEstimate-839,200,OK,Thread Group 1-1,,true,,408,584,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getBodyWorkRepairEstimate,86,0,0
1600374002659,86,/IAIntegrations/AWSSageMaker/getPaintEstimate-840,200,OK,Thread Group 1-1,,true,,408,575,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getPaintEstimate,86,0,0
1600374002745,431,/IAIntegrations/AWSSageMaker/getBodyWorkRepairEstimate-841,200,OK,Thread Group 1-1,text,true,,382,944,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getBodyWorkRepairEstimate,430,0,0
1600374003176,506,/IAIntegrations/AWSSageMaker/getPaintEstimate-842,200,OK,Thread Group 1-1,text,true,,327,1002,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getPaintEstimate,506,0,0
1600374003683,315,/FHVBackend/CotizaRepuestosService/CotizaRepuestos/-835,200,OK,Thread Group 1-1,text,true,,319,870,1,1,https://fhvqabe.subocol.com/FHVBackend/CotizaRepuestosService/CotizaRepuestos/,314,0,0
1600374003998,88,/IAIntegrations/AWSSageMaker/getVehicleStayTimePrediction-846,200,OK,Thread Group 1-1,,true,,408,587,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getVehicleStayTimePrediction,88,0,0
1600374004086,133,/IAIntegrations/AWSSageMaker/getVehicleStayTimePrediction-847,200,OK,Thread Group 1-1,text,true,,343,2302,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getVehicleStayTimePrediction,133,0,0
1600374004220,360,/IAIntegrations/AWSSageMaker/getBodyWorkRepairEstimate-859,200,OK,Thread Group 1-1,text,true,,382,944,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getBodyWorkRepairEstimate,360,0,0
1600374004581,487,/IAIntegrations/AWSSageMaker/getPaintEstimate-860,200,OK,Thread Group 1-1,text,true,,327,1002,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getPaintEstimate,487,0,0
1600374005071,293,/FHVBackend/CotizaRepuestosService/CotizaRepuestos/-858,200,OK,Thread Group 1-1,text,true,,319,870,1,1,https://fhvqabe.subocol.com/FHVBackend/CotizaRepuestosService/CotizaRepuestos/,293,0,0
1600374005365,123,/IAIntegrations/AWSSageMaker/getVehicleStayTimePrediction-862,200,OK,Thread Group 1-1,text,true,,343,2302,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getVehicleStayTimePrediction,123,0,0
1600374005489,503,/IAIntegrations/AWSSageMaker/getPaintEstimate-883,200,OK,Thread Group 1-1,text,true,,327,1002,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getPaintEstimate,503,0,0
1600374005993,407,/IAIntegrations/AWSSageMaker/getBodyWorkRepairEstimate-882,200,OK,Thread Group 1-1,text,true,,382,944,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getBodyWorkRepairEstimate,407,0,0
1600374006400,281,/FHVBackend/CotizaRepuestosService/CotizaRepuestos/-881,200,OK,Thread Group 1-1,text,true,,319,870,1,1,https://fhvqabe.subocol.com/FHVBackend/CotizaRepuestosService/CotizaRepuestos/,281,0,0
1600374006682,261,/IAIntegrations/AWSSageMaker/getVehicleStayTimePrediction-886,200,OK,Thread Group 1-1,text,true,,343,2302,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getVehicleStayTimePrediction,261,0,0
1600374006944,360,/IAIntegrations/AWSSageMaker/getBodyWorkRepairEstimate-931,200,OK,Thread Group 1-1,text,true,,382,944,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getBodyWorkRepairEstimate,360,0,0
1600374007304,503,/IAIntegrations/AWSSageMaker/getPaintEstimate-932,200,OK,Thread Group 1-1,text,true,,327,1002,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getPaintEstimate,503,0,0
1600374007808,304,/FHVBackend/CotizaRepuestosService/CotizaRepuestos/-930,200,OK,Thread Group 1-1,text,true,,319,870,1,1,https://fhvqabe.subocol.com/FHVBackend/CotizaRepuestosService/CotizaRepuestos/,304,0,0
1600374008113,125,/IAIntegrations/AWSSageMaker/getVehicleStayTimePrediction-935,200,OK,Thread Group 1-1,text,true,,343,2302,1,1,https://fhvqabe.subocol.com/IAIntegrations/AWSSageMaker/getVehicleStayTimePrediction,124,0,0
1600374008238,87,/FHVBackend/Valuations/NewOrUpdate-949,200,OK,Thread Group 1-1,,true,,394,564,1,1,https://fhvqabe.subocol.com/FHVBackend/Valuations/NewOrUpdate,87,0,0
1600374008325,157,/FHVBackend/Valuations/NewOrUpdate-950,200,OK,Thread Group 1-1,text,true,,395,6576,1,1,https://fhvqabe.subocol.com/FHVBackend/Valuations/NewOrUpdate,156,0,0
